ffy,stfips,st,age_at_start,age_at_lf,legally_free_first_day,total_kids_in_care_first_day,per_leg_free_first_day,became_legally_free,exit_one_year,per_exit_one_year
2011,34,NJ,4,4,70,672,0.104166667,33,10,0.303030303
2011,35,NM,0,0,493,1737,0.283822683,384,179,0.466145833
2011,35,NM,1,1,129,680,0.189705882,176,104,0.590909091
2011,35,NM,2,2,163,546,0.298534799,120,45,0.375
2011,35,NM,3,3,150,395,0.379746835,77,28,0.363636364
2011,35,NM,4,4,51,116,0.439655172,11,2,0.181818182
2011,36,NY,0,0,3484,20661,0.168626882,2261,1113,0.492260062
2011,36,NY,1,1,926,6954,0.133160771,965,578,0.598963731
2011,36,NY,2,2,1024,5096,0.200941915,712,337,0.473314607
2011,36,NY,3,3,1045,5196,0.201116243,479,169,0.352818372
2011,36,NY,4,4,489,3415,0.143191801,105,29,0.276190476
2011,37,NC,0,0,1468,7607,0.19298015,1258,866,0.688394277
2011,37,NC,1,1,461,2944,0.156589674,675,534,0.791111111
2011,37,NC,2,2,384,1866,0.205787781,335,215,0.641791045
2011,37,NC,3,3,440,1810,0.243093923,197,91,0.461928934
2011,37,NC,4,4,183,987,0.185410334,51,26,0.509803922
2011,38,ND,0,0,140,837,0.167264038,123,71,0.577235772
2011,38,ND,1,1,39,226,0.172566372,67,45,0.671641791
2011,38,ND,2,2,51,185,0.275675676,32,16,0.5
2011,38,ND,3,3,37,239,0.154811715,22,10,0.454545455
2011,38,ND,4,4,13,187,0.069518717,2,0,0
2011,39,OH,0,0,2617,10258,0.255117957,1353,685,0.506282336
2011,39,OH,1,1,763,4060,0.187931034,734,482,0.656675749
2011,39,OH,2,2,629,2183,0.288135593,318,137,0.43081761
2011,39,OH,3,3,804,2437,0.329913828,220,52,0.236363636
2011,39,OH,4,4,421,1578,0.266793409,81,14,0.172839506
2011,40,OK,0,0,2008,7466,0.268952585,1348,739,0.548219585
2011,40,OK,1,1,606,3210,0.188785047,710,477,0.671830986
2011,40,OK,2,2,562,2168,0.259225092,366,181,0.494535519
2011,40,OK,3,3,599,1541,0.388708631,214,70,0.327102804
2011,40,OK,4,4,241,547,0.440585009,58,11,0.189655172
2011,41,OR,0,0,1194,8138,0.146719096,852,303,0.355633803
2011,41,OR,1,1,415,3067,0.135311379,477,181,0.379454927
2011,41,OR,2,2,379,2123,0.178520961,255,84,0.329411765
2011,41,OR,3,3,303,2068,0.146518375,111,37,0.333333333
2011,41,OR,4,4,97,880,0.110227273,9,1,0.111111111
2011,42,PA,0,0,1983,12389,0.160061345,2044,1420,0.694716243
2011,42,PA,1,1,784,4401,0.178141332,1207,912,0.755592378
2011,42,PA,2,2,634,2696,0.235163205,535,341,0.637383178
2011,42,PA,3,3,418,2888,0.144736842,253,143,0.565217391
2011,42,PA,4,4,147,2404,0.061148087,49,24,0.489795918
2011,44,RI,0,0,148,1570,0.094267516,204,178,0.87254902
2011,44,RI,1,1,14,549,0.025500911,127,121,0.952755906
2011,44,RI,2,2,35,298,0.117449664,40,32,0.8
2011,44,RI,3,3,75,395,0.189873418,32,23,0.71875
2011,44,RI,4,4,24,328,0.073170732,5,2,0.4
2011,45,SC,0,0,829,3906,0.212237583,645,475,0.736434109
2011,45,SC,1,1,222,1374,0.161572052,351,314,0.894586895
2011,45,SC,2,2,242,929,0.260495156,171,119,0.695906433
2011,45,SC,3,3,267,1076,0.248141264,100,36,0.36
2011,45,SC,4,4,98,527,0.185958254,23,6,0.260869565
2011,46,SD,0,0,351,1343,0.261355175,177,59,0.333333333
2011,46,SD,1,1,98,500,0.196,100,43,0.43
2011,46,SD,2,2,101,403,0.250620347,55,9,0.163636364
2011,46,SD,3,3,110,325,0.338461538,15,4,0.266666667
2011,46,SD,4,4,42,115,0.365217391,7,3,0.428571429
2011,47,TN,0,0,552,5281,0.104525658,736,547,0.743206522
2011,47,TN,1,1,141,1693,0.083284111,338,282,0.834319527
2011,47,TN,2,2,127,1133,0.112091792,181,133,0.73480663
2011,47,TN,3,3,167,1328,0.125753012,152,100,0.657894737
2011,47,TN,4,4,117,1127,0.103815439,65,32,0.492307692
2011,48,TX,0,0,8866,27032,0.327981651,5667,2776,0.489853538
2011,48,TX,1,1,2681,11505,0.233029118,3296,1932,0.586165049
2011,48,TX,2,2,2376,7217,0.329222669,1421,584,0.410978184
2011,48,TX,3,3,2661,5906,0.450558754,751,232,0.308921438
2011,48,TX,4,4,1148,2404,0.477537438,199,28,0.140703518
2011,49,UT,0,0,383,2304,0.166232639,580,478,0.824137931
2011,49,UT,1,1,111,746,0.148793566,341,315,0.923753666
2011,49,UT,2,2,103,468,0.22008547,149,114,0.765100671
2011,49,UT,3,3,117,612,0.191176471,79,42,0.53164557
2011,49,UT,4,4,52,478,0.108786611,11,7,0.636363636
2011,50,VT,0,0,124,733,0.169167804,144,120,0.833333333
2011,50,VT,1,1,26,188,0.138297872,73,71,0.97260274
2011,50,VT,2,2,29,142,0.204225352,38,29,0.763157895
2011,50,VT,3,3,43,209,0.205741627,26,17,0.653846154
2011,50,VT,4,4,26,194,0.134020619,7,3,0.428571429
2011,51,VA,0,0,1183,4327,0.273399584,766,374,0.488250653
2011,51,VA,1,1,304,1234,0.246353323,334,211,0.631736527
2011,51,VA,2,2,309,960,0.321875,230,100,0.434782609
2011,51,VA,3,3,387,1272,0.304245283,150,48,0.32
2011,51,VA,4,4,183,861,0.212543554,52,15,0.288461538
2011,53,WA,0,0,1719,8785,0.195674445,1373,1043,0.759650401
2011,53,WA,1,1,628,4007,0.15672573,882,758,0.859410431
2011,53,WA,2,2,482,2121,0.227251297,298,197,0.661073826
2011,53,WA,3,3,446,1878,0.237486688,157,78,0.496815287
2011,53,WA,4,4,163,779,0.209242619,36,10,0.277777778
2011,54,WV,0,0,1094,3535,0.309476662,1343,282,0.209977662
2011,54,WV,1,1,414,1214,0.341021417,735,182,0.247619048
2011,54,WV,2,2,308,838,0.367541766,361,75,0.207756233
2011,54,WV,3,3,256,872,0.293577982,195,22,0.112820513
2011,54,WV,4,4,116,611,0.1898527,52,3,0.057692308
2011,55,WI,0,0,566,5639,0.100372406,765,580,0.758169935
2011,55,WI,1,1,198,2009,0.098556496,390,319,0.817948718
2011,55,WI,2,2,173,1409,0.122782115,225,172,0.764444444
2011,55,WI,3,3,133,1339,0.099327857,122,79,0.647540984
2011,55,WI,4,4,62,882,0.070294785,28,10,0.357142857
2011,56,WY,0,0,51,794,0.064231738,92,72,0.782608696
2011,56,WY,1,1,9,233,0.038626609,43,39,0.906976744
2011,56,WY,2,2,15,188,0.079787234,32,27,0.84375
2011,56,WY,3,3,21,201,0.104477612,11,5,0.454545455
2011,56,WY,4,4,6,172,0.034883721,6,1,0.166666667
2011,72,PR,0,0,89,4299,0.020702489,32,23,0.71875
2011,72,PR,1,1,5,768,0.006510417,17,13,0.764705882
2011,72,PR,2,2,29,1103,0.026291931,12,9,0.75
2011,72,PR,3,3,40,1607,0.024891101,3,1,0.333333333
2011,72,PR,4,,15,821,0.018270402,,,
2012,1,AL,0,0,696,4579,0.151998253,586,360,0.614334471
2012,1,AL,1,1,163,1568,0.103954082,292,209,0.715753425
2012,1,AL,2,2,176,1128,0.156028369,163,85,0.521472393
2012,1,AL,3,3,248,1237,0.200485044,108,52,0.481481481
2012,1,AL,4,4,109,646,0.16873065,23,14,0.608695652
2012,2,AK,0,0,372,1711,0.217416715,311,204,0.655948553
2012,2,AK,1,1,117,669,0.174887892,143,111,0.776223776
2012,2,AK,2,2,103,512,0.201171875,103,63,0.611650485
2012,2,AK,3,3,109,400,0.2725,51,26,0.509803922
2012,2,AK,4,4,43,130,0.330769231,14,4,0.285714286
2012,4,AZ,0,0,2214,9900,0.223636364,2600,1850,0.711538462
2012,4,AZ,1,1,933,4166,0.223955833,1443,1097,0.76022176
2012,4,AZ,2,2,615,2569,0.23939276,692,484,0.699421965
2012,4,AZ,3,3,488,2087,0.233828462,372,233,0.626344086
2012,4,AZ,4,4,178,1078,0.165120594,93,36,0.387096774
2012,5,AR,0,0,797,3408,0.233861502,698,460,0.659025788
2012,5,AR,1,1,260,1448,0.179558011,405,335,0.827160494
2012,5,AR,2,2,241,907,0.265711136,187,87,0.465240642
2012,5,AR,3,3,213,708,0.300847458,94,31,0.329787234
2012,5,AR,4,4,83,345,0.24057971,12,7,0.583333333
2012,6,CA,0,0,6575,45028,0.146020254,5891,3697,0.627567476
2012,6,CA,1,1,3024,16224,0.186390533,3773,2519,0.667638484
2012,6,CA,2,2,1833,10725,0.170909091,1410,816,0.578723404
2012,6,CA,3,3,1231,11074,0.111161279,588,316,0.537414966
2012,6,CA,4,4,487,7005,0.06952177,120,46,0.383333333
2012,8,CO,0,0,995,4417,0.225266018,646,362,0.560371517
2012,8,CO,1,1,410,1475,0.277966102,420,277,0.65952381
2012,8,CO,2,2,277,929,0.298170075,170,67,0.394117647
2012,8,CO,3,3,220,1092,0.201465201,52,16,0.307692308
2012,8,CO,4,4,88,921,0.095548317,4,2,0.5
2012,9,CT,0,0,559,3481,0.160586038,569,361,0.634446397
2012,9,CT,1,1,166,1216,0.136513158,326,246,0.754601227
2012,9,CT,2,2,128,712,0.179775281,153,78,0.509803922
2012,9,CT,3,3,171,935,0.182887701,80,33,0.4125
2012,9,CT,4,4,94,618,0.15210356,10,4,0.4
2012,10,DE,0,0,133,679,0.195876289,113,72,0.637168142
2012,10,DE,1,1,31,242,0.128099174,72,63,0.875
2012,10,DE,2,2,45,149,0.302013423,24,8,0.333333333
2012,10,DE,3,3,39,152,0.256578947,15,1,0.066666667
2012,10,DE,4,4,18,136,0.132352941,2,0,0
2012,11,DC,0,0,90,1165,0.077253219,100,89,0.89
2012,11,DC,1,1,21,347,0.060518732,50,43,0.86
2012,11,DC,2,2,27,327,0.082568807,38,36,0.947368421
2012,11,DC,3,3,27,326,0.082822086,7,6,0.857142857
2012,11,DC,4,4,15,165,0.090909091,5,4,0.8
2012,12,FL,0,0,3450,18011,0.191549609,3400,2296,0.675294118
2012,12,FL,1,1,1227,8252,0.148691226,1815,1399,0.770798898
2012,12,FL,2,2,879,4626,0.19001297,869,557,0.640966628
2012,12,FL,3,3,917,3541,0.258966394,535,282,0.527102804
2012,12,FL,4,4,427,1592,0.26821608,181,58,0.320441989
2012,13,GA,0,0,1054,6799,0.155022797,1015,615,0.60591133
2012,13,GA,1,1,356,2682,0.132736764,517,386,0.746615087
2012,13,GA,2,2,292,1706,0.17116061,269,145,0.539033457
2012,13,GA,3,3,297,1620,0.183333333,180,70,0.388888889
2012,13,GA,4,4,109,791,0.137800253,49,14,0.285714286
2012,15,HI,0,0,262,1026,0.255360624,192,111,0.578125
2012,15,HI,1,1,78,395,0.197468354,86,63,0.73255814
2012,15,HI,2,2,65,290,0.224137931,58,33,0.568965517
2012,15,HI,3,3,72,228,0.315789474,31,11,0.35483871
2012,15,HI,4,4,47,113,0.415929204,17,4,0.235294118
2012,16,ID,0,0,258,1234,0.209076175,215,163,0.758139535
2012,16,ID,1,1,80,504,0.158730159,121,111,0.917355372
2012,16,ID,2,2,59,298,0.197986577,51,31,0.607843137
2012,16,ID,3,3,88,303,0.290429043,33,16,0.484848485
2012,16,ID,4,4,31,129,0.240310078,10,5,0.5
2012,17,IL,0,0,1956,13702,0.142752883,989,306,0.309403438
2012,17,IL,1,1,582,5528,0.1052822,498,178,0.357429719
2012,17,IL,2,2,757,3997,0.189392044,305,92,0.301639344
2012,17,IL,3,3,476,2898,0.164251208,163,33,0.202453988
2012,17,IL,4,4,141,1279,0.110242377,23,3,0.130434783
2012,18,IN,0,0,1637,10129,0.161615164,857,457,0.533255543
2012,18,IN,1,1,508,4011,0.126651708,440,261,0.593181818
2012,18,IN,2,2,467,2688,0.173735119,240,115,0.479166667
2012,18,IN,3,3,489,2312,0.21150519,142,66,0.464788732
2012,18,IN,4,4,173,1118,0.154740608,35,15,0.428571429
2012,19,IA,0,0,859,5478,0.156809054,953,740,0.776495278
2012,19,IA,1,1,407,1930,0.210880829,542,450,0.830258303
2012,19,IA,2,2,251,1230,0.204065041,274,201,0.733576642
2012,19,IA,3,3,158,1338,0.118086697,112,75,0.669642857
2012,19,IA,4,4,43,980,0.043877551,25,14,0.56
2012,20,KS,0,0,1275,5196,0.245381062,886,368,0.415349887
2012,20,KS,1,1,381,1808,0.210730088,408,215,0.526960784
2012,20,KS,2,2,372,1371,0.271334792,268,98,0.365671642
2012,20,KS,3,3,374,1298,0.288135593,171,45,0.263157895
2012,20,KS,4,4,148,719,0.205841446,39,10,0.256410256
2012,21,KY,0,0,1123,5645,0.198937112,888,513,0.577702703
2012,21,KY,1,1,272,1993,0.136477672,373,309,0.828418231
2012,21,KY,2,2,270,1314,0.205479452,242,126,0.520661157
2012,21,KY,3,3,379,1411,0.268603827,192,64,0.333333333
2012,21,KY,4,4,202,927,0.217907228,81,14,0.172839506
2012,22,LA,0,0,887,4093,0.216711459,607,389,0.640856672
2012,22,LA,1,1,339,1672,0.202751196,341,264,0.774193548
2012,22,LA,2,2,237,1087,0.218031279,172,93,0.540697674
2012,22,LA,3,3,227,917,0.247546347,84,31,0.369047619
2012,22,LA,4,4,84,417,0.201438849,10,1,0.1
2012,23,ME,0,0,457,1180,0.387288136,274,92,0.335766423
2012,23,ME,1,1,163,512,0.318359375,166,63,0.379518072
2012,23,ME,2,2,114,277,0.411552347,69,19,0.275362319
2012,23,ME,3,3,122,258,0.472868217,34,8,0.235294118
2012,23,ME,4,4,58,133,0.436090226,5,2,0.4
2012,24,MD,0,0,220,4486,0.049041462,297,224,0.754208754
2012,24,MD,1,1,64,1413,0.045293701,181,157,0.867403315
2012,24,MD,2,2,59,904,0.065265487,66,43,0.651515152
2012,24,MD,3,3,69,1372,0.050291545,39,20,0.512820513
2012,24,MD,4,4,28,797,0.035131744,11,4,0.363636364
2012,25,MA,0,0,1475,7396,0.199432125,813,452,0.55596556
2012,25,MA,1,1,524,2344,0.223549488,496,314,0.633064516
2012,25,MA,2,2,426,1522,0.279894875,225,108,0.48
2012,25,MA,3,3,389,2023,0.19228868,78,22,0.282051282
2012,25,MA,4,4,136,1507,0.090245521,14,8,0.571428571
2012,26,MI,0,0,3468,12860,0.269673406,2520,1433,0.568650794
2012,26,MI,1,1,1224,4923,0.248628885,1332,899,0.674924925
2012,26,MI,2,2,908,3173,0.286164513,637,352,0.552590267
2012,26,MI,3,3,863,2747,0.314160903,451,161,0.356984479
2012,26,MI,4,4,473,2017,0.234506693,100,21,0.21
2012,27,MN,0,0,902,4163,0.21667067,703,371,0.527738265
2012,27,MN,1,1,307,1283,0.239282931,381,249,0.653543307
2012,27,MN,2,2,230,923,0.249187432,190,86,0.452631579
2012,27,MN,3,3,238,1194,0.199329983,109,32,0.293577982
2012,27,MN,4,4,127,763,0.166448231,23,4,0.173913043
2012,28,MS,0,0,496,3092,0.160413972,374,254,0.679144385
2012,28,MS,1,1,133,1191,0.111670865,188,154,0.819148936
2012,28,MS,2,2,143,807,0.177199504,103,65,0.631067961
2012,28,MS,3,3,158,738,0.214092141,66,29,0.439393939
2012,28,MS,4,4,62,356,0.174157303,17,6,0.352941176
2012,29,MO,0,0,890,8510,0.104582844,1167,957,0.820051414
2012,29,MO,1,1,218,3094,0.070458953,616,558,0.905844156
2012,29,MO,2,2,239,2257,0.105892778,316,247,0.78164557
2012,29,MO,3,3,283,2114,0.133869442,190,117,0.615789474
2012,29,MO,4,4,150,1045,0.14354067,45,35,0.777777778
2012,30,MT,0,0,298,1672,0.178229665,234,120,0.512820513
2012,30,MT,1,1,90,696,0.129310345,123,67,0.544715447
2012,30,MT,2,2,73,500,0.146,67,34,0.507462687
2012,30,MT,3,3,99,361,0.274238227,41,18,0.43902439
2012,30,MT,4,4,36,115,0.313043478,3,1,0.333333333
2012,31,NE,0,0,517,4382,0.117982656,594,415,0.698653199
2012,31,NE,1,1,139,1415,0.098233216,297,244,0.821548822
2012,31,NE,2,2,139,1062,0.130885122,187,120,0.64171123
2012,31,NE,3,3,152,1066,0.142589118,91,46,0.505494505
2012,31,NE,4,4,87,839,0.103694875,19,5,0.263157895
2012,32,NV,0,0,939,4336,0.216559041,729,469,0.643347051
2012,32,NV,1,1,344,1844,0.186550976,394,294,0.746192893
2012,32,NV,2,2,289,1217,0.237469187,205,121,0.590243902
2012,32,NV,3,3,221,905,0.244198895,104,48,0.461538462
2012,32,NV,4,4,85,370,0.22972973,26,6,0.230769231
2012,33,NH,0,0,69,564,0.122340426,103,87,0.844660194
2012,33,NH,1,1,28,197,0.14213198,48,44,0.916666667
2012,33,NH,2,2,19,130,0.146153846,39,30,0.769230769
2012,33,NH,3,3,18,151,0.119205298,13,10,0.769230769
2012,33,NH,4,4,4,86,0.046511628,3,3,1
2012,34,NJ,0,0,955,5884,0.162304555,1030,660,0.640776699
2012,34,NJ,1,1,436,2776,0.157060519,647,464,0.717156105
2012,34,NJ,2,2,272,1398,0.194563662,232,133,0.573275862
2012,34,NJ,3,3,195,1154,0.16897747,124,55,0.443548387
2012,34,NJ,4,4,52,556,0.09352518,27,8,0.296296296
2012,35,NM,0,0,495,1754,0.282212087,323,151,0.46749226
2012,35,NM,1,1,137,737,0.185888738,166,98,0.590361446
2012,35,NM,2,2,163,544,0.299632353,99,34,0.343434343
2012,35,NM,3,3,143,356,0.401685393,52,19,0.365384615
2012,35,NM,4,4,52,117,0.444444444,6,0,0
2012,36,NY,0,0,3328,19383,0.171696848,2182,1176,0.538955087
2012,36,NY,1,1,857,6752,0.126925355,1057,682,0.645222327
2012,36,NY,2,2,1012,4825,0.209740933,657,309,0.470319635
2012,36,NY,3,3,1029,4792,0.214732888,378,158,0.417989418
2012,36,NY,4,4,430,3014,0.142667551,90,27,0.3
2012,37,NC,0,0,1302,7427,0.175306315,1237,835,0.67502021
2012,37,NC,1,1,408,2926,0.139439508,617,480,0.777957861
2012,37,NC,2,2,324,1860,0.174193548,374,238,0.636363636
2012,37,NC,3,3,414,1732,0.239030023,210,106,0.504761905
2012,37,NC,4,4,156,909,0.171617162,36,11,0.305555556
2012,38,ND,0,0,141,882,0.159863946,119,67,0.56302521
2012,38,ND,1,1,50,249,0.200803213,65,46,0.707692308
2012,38,ND,2,2,40,209,0.19138756,36,15,0.416666667
2012,38,ND,3,3,42,229,0.183406114,17,5,0.294117647
2012,38,ND,4,4,9,195,0.046153846,1,1,1
2012,39,OH,0,0,1921,10530,0.182431149,1707,790,0.462800234
2012,39,OH,1,1,593,4217,0.140621295,893,561,0.628219485
2012,39,OH,2,2,475,2276,0.208699473,388,143,0.368556701
2012,39,OH,3,3,575,2488,0.231109325,288,67,0.232638889
2012,39,OH,4,4,278,1549,0.179470626,138,19,0.137681159
2012,40,OK,0,0,1882,7868,0.239196746,1463,909,0.621326042
2012,40,OK,1,1,565,3419,0.165252998,791,585,0.739570164
2012,40,OK,2,2,542,2343,0.231327358,386,224,0.580310881
2012,40,OK,3,3,550,1562,0.352112676,218,85,0.389908257
2012,40,OK,4,4,225,544,0.413602941,68,15,0.220588235
2012,41,OR,0,0,1202,7401,0.162410485,858,380,0.442890443
2012,41,OR,1,1,428,2742,0.156090445,455,230,0.505494505
2012,41,OR,2,2,404,2044,0.197651663,280,106,0.378571429
2012,41,OR,3,3,270,1831,0.147460404,112,41,0.366071429
2012,41,OR,4,4,100,784,0.12755102,11,3,0.272727273
2012,42,PA,0,0,1657,11089,0.14942736,1958,1475,0.753319714
2012,42,PA,1,1,674,4171,0.161591944,1091,913,0.836846929
2012,42,PA,2,2,486,2433,0.199753391,575,393,0.683478261
2012,42,PA,3,3,360,2580,0.139534884,254,145,0.570866142
2012,42,PA,4,4,137,1905,0.07191601,38,24,0.631578947
2012,44,RI,0,0,131,1390,0.094244604,183,159,0.868852459
2012,44,RI,1,1,15,505,0.02970297,104,100,0.961538462
2012,44,RI,2,2,27,287,0.094076655,40,35,0.875
2012,44,RI,3,3,61,338,0.180473373,34,21,0.617647059
2012,44,RI,4,4,28,260,0.107692308,5,3,0.6
2012,45,SC,0,0,834,3376,0.247037915,596,399,0.669463087
2012,45,SC,1,1,237,1155,0.205194805,294,250,0.850340136
2012,45,SC,2,2,217,838,0.258949881,166,105,0.63253012
2012,45,SC,3,3,274,909,0.301430143,98,37,0.37755102
2012,45,SC,4,4,106,474,0.223628692,38,7,0.184210526
2012,46,SD,0,0,310,1272,0.243710692,159,76,0.477987421
2012,46,SD,1,1,76,482,0.157676349,82,46,0.56097561
2012,46,SD,2,2,92,360,0.255555556,47,21,0.446808511
2012,46,SD,3,3,103,307,0.335504886,21,6,0.285714286
2012,46,SD,4,4,39,123,0.317073171,9,3,0.333333333
2012,47,TN,0,0,502,6153,0.081586218,952,736,0.773109244
2012,47,TN,1,1,138,2150,0.064186047,445,402,0.903370787
2012,47,TN,2,2,108,1329,0.081264108,244,192,0.786885246
2012,47,TN,3,3,168,1509,0.111332008,179,100,0.558659218
2012,47,TN,4,4,88,1165,0.075536481,84,42,0.5
2012,48,TX,0,0,9026,28121,0.320970094,5848,3006,0.514021888
2012,48,TX,1,1,2985,12006,0.248625687,3296,2045,0.620449029
2012,48,TX,2,2,2408,7698,0.312808522,1504,650,0.432180851
2012,48,TX,3,3,2552,5997,0.425546106,818,263,0.321515892
2012,48,TX,4,4,1081,2420,0.446694215,230,48,0.208695652
2012,49,UT,0,0,404,2085,0.193764988,527,435,0.825426945
2012,49,UT,1,1,117,631,0.185419968,311,286,0.919614148
2012,49,UT,2,2,110,443,0.248306998,149,104,0.697986577
2012,49,UT,3,3,125,599,0.208681135,59,41,0.694915254
2012,49,UT,4,4,52,412,0.126213592,8,4,0.5
2012,50,VT,0,0,120,792,0.151515152,209,159,0.76076555
2012,50,VT,1,1,33,238,0.138655462,93,87,0.935483871
2012,50,VT,2,2,21,140,0.15,61,42,0.68852459
2012,50,VT,3,3,48,227,0.211453744,48,27,0.5625
2012,50,VT,4,4,18,187,0.096256684,7,3,0.428571429
2012,51,VA,0,0,1102,4036,0.273042616,762,377,0.494750656
2012,51,VA,1,1,289,1168,0.247431507,340,211,0.620588235
2012,51,VA,2,2,290,935,0.310160428,212,88,0.41509434
2012,51,VA,3,3,365,1172,0.311433447,162,64,0.395061728
2012,51,VA,4,4,158,761,0.207621551,48,14,0.291666667
2012,53,WA,0,0,1413,8766,0.161190965,1346,896,0.665676077
2012,53,WA,1,1,543,4016,0.135209163,836,636,0.76076555
2012,53,WA,2,2,336,2192,0.153284672,331,194,0.586102719
2012,53,WA,3,3,375,1771,0.211744777,148,56,0.378378378
2012,53,WA,4,4,159,787,0.202033037,31,10,0.322580645
2012,54,WV,0,0,1117,3735,0.299062918,867,373,0.430219146
2012,54,WV,1,1,434,1345,0.32267658,440,224,0.509090909
2012,54,WV,2,2,311,872,0.356651376,246,97,0.394308943
2012,54,WV,3,3,239,902,0.264966741,138,44,0.31884058
2012,54,WV,4,4,133,616,0.215909091,43,8,0.186046512
2012,55,WI,0,0,640,5657,0.11313417,738,570,0.772357724
2012,55,WI,1,1,232,2073,0.111915099,403,335,0.831265509
2012,55,WI,2,2,197,1445,0.13633218,225,170,0.755555556
2012,55,WI,3,3,157,1341,0.117076808,87,49,0.563218391
2012,55,WI,4,4,54,798,0.067669173,23,16,0.695652174
2012,56,WY,0,0,60,746,0.080428954,85,66,0.776470588
2012,56,WY,1,1,17,208,0.081730769,40,35,0.875
2012,56,WY,2,2,18,178,0.101123596,28,21,0.75
2012,56,WY,3,3,16,215,0.074418605,16,10,0.625
2012,56,WY,4,4,9,145,0.062068966,1,0,0
2012,72,PR,0,0,31,4466,0.006941335,18,9,0.5
2012,72,PR,1,1,5,889,0.005624297,13,7,0.538461538
2012,72,PR,2,2,9,1176,0.007653061,4,2,0.5
2012,72,PR,3,3,13,1570,0.008280255,1,0,0
2012,72,PR,4,,4,831,0.004813478,,,
2013,1,AL,0,0,646,3895,0.165853659,526,329,0.625475285
2013,1,AL,1,1,147,1422,0.103375527,260,201,0.773076923
2013,1,AL,2,2,176,960,0.183333333,142,72,0.507042254
2013,1,AL,3,3,229,987,0.232016211,99,45,0.454545455
2013,1,AL,4,4,94,526,0.178707224,25,11,0.44
2013,2,AK,0,0,359,1748,0.205377574,371,272,0.733153639
2013,2,AK,1,1,96,697,0.137733142,177,153,0.86440678
2013,2,AK,2,2,124,529,0.234404537,111,78,0.702702703
2013,2,AK,3,3,103,393,0.262086514,62,34,0.548387097
2013,2,AK,4,4,36,129,0.279069767,21,7,0.333333333
2013,4,AZ,0,0,2411,12338,0.195412547,3010,2223,0.738538206
2013,4,AZ,1,1,1037,5128,0.202223089,1619,1286,0.79431748
2013,4,AZ,2,2,676,3469,0.194868838,874,636,0.727688787
2013,4,AZ,3,3,512,2483,0.206202175,408,246,0.602941176
2013,4,AZ,4,4,186,1258,0.147853736,109,55,0.504587156
2013,5,AR,0,0,782,3349,0.233502538,784,528,0.673469388
2013,5,AR,1,1,233,1354,0.172082718,457,365,0.79868709
2013,5,AR,2,2,233,910,0.256043956,199,112,0.56281407
2013,5,AR,3,3,239,761,0.314060447,109,44,0.403669725
2013,5,AR,4,4,77,324,0.237654321,19,7,0.368421053
2013,6,CA,0,0,6293,43945,0.143201729,6038,3562,0.589930441
2013,6,CA,1,1,2973,16204,0.183473216,3874,2477,0.639390811
2013,6,CA,2,2,1779,10924,0.162852435,1465,756,0.516040956
2013,6,CA,3,3,1122,10549,0.106360792,597,284,0.475711893
2013,6,CA,4,4,419,6268,0.066847479,102,45,0.441176471
2013,8,CO,0,0,772,4121,0.187333172,634,340,0.536277603
2013,8,CO,1,1,312,1334,0.233883058,421,254,0.603325416
2013,8,CO,2,2,235,903,0.260243632,150,64,0.426666667
2013,8,CO,3,3,163,1038,0.157032755,53,19,0.358490566
2013,8,CO,4,4,62,846,0.073286052,10,3,0.3
2013,9,CT,0,0,645,3179,0.202893992,444,302,0.68018018
2013,9,CT,1,1,219,1160,0.188793103,252,192,0.761904762
2013,9,CT,2,2,158,632,0.25,112,71,0.633928571
2013,9,CT,3,3,182,788,0.230964467,69,33,0.47826087
2013,9,CT,4,4,86,599,0.143572621,11,6,0.545454545
2013,10,DE,0,0,143,638,0.224137931,92,73,0.793478261
2013,10,DE,1,1,47,244,0.192622951,63,54,0.857142857
2013,10,DE,2,2,35,130,0.269230769,16,12,0.75
2013,10,DE,3,3,40,143,0.27972028,11,6,0.545454545
2013,10,DE,4,4,21,121,0.173553719,2,1,0.5
2013,11,DC,0,0,71,1006,0.070576541,93,84,0.903225806
2013,11,DC,1,1,18,306,0.058823529,47,44,0.936170213
2013,11,DC,2,2,25,280,0.089285714,38,32,0.842105263
2013,11,DC,3,3,14,274,0.051094891,6,6,1
2013,11,DC,4,4,14,146,0.095890411,2,2,1
2013,12,FL,0,0,3275,17983,0.182116443,3673,2393,0.651511026
2013,12,FL,1,1,1210,8140,0.148648649,1849,1388,0.750676041
2013,12,FL,2,2,822,4869,0.168823167,993,626,0.63041289
2013,12,FL,3,3,821,3449,0.238040012,623,310,0.497592295
2013,12,FL,4,4,422,1525,0.276721311,208,69,0.331730769
2013,13,GA,0,0,1102,7051,0.156289888,1044,632,0.605363985
2013,13,GA,1,1,354,2766,0.127982646,582,409,0.702749141
2013,13,GA,2,2,311,1855,0.167654987,281,154,0.548042705
2013,13,GA,3,3,296,1598,0.185231539,152,58,0.381578947
2013,13,GA,4,4,141,832,0.169471154,29,11,0.379310345
2013,15,HI,0,0,216,978,0.220858896,147,99,0.673469388
2013,15,HI,1,1,52,364,0.142857143,77,57,0.74025974
2013,15,HI,2,2,58,287,0.202090592,48,33,0.6875
2013,15,HI,3,3,68,230,0.295652174,16,6,0.375
2013,15,HI,4,4,38,97,0.391752577,6,3,0.5
2013,16,ID,0,0,192,1143,0.167979003,249,183,0.734939759
