ffy,stfips,st,age_at_start,age_at_lf,legally_free_first_day,total_kids_in_care_first_day,per_leg_free_first_day,became_legally_free,exit_one_year,per_exit_one_year
2013,16,ID,1,1,54,451,0.119733925,119,103,0.865546218
2013,16,ID,2,2,45,312,0.144230769,79,59,0.746835443
2013,16,ID,3,3,65,262,0.248091603,37,18,0.486486486
2013,16,ID,4,4,28,118,0.237288136,14,3,0.214285714
2013,17,IL,0,0,1705,13242,0.128756985,989,254,0.256825076
2013,17,IL,1,1,505,5335,0.094657919,506,158,0.312252964
2013,17,IL,2,2,627,3821,0.164093169,313,73,0.233226837
2013,17,IL,3,3,433,2841,0.152411123,157,22,0.140127389
2013,17,IL,4,4,140,1245,0.112449799,11,1,0.090909091
2013,18,IN,0,0,1058,9999,0.105810581,865,433,0.500578035
2013,18,IN,1,1,276,4087,0.067531196,437,252,0.576659039
2013,18,IN,2,2,277,2782,0.099568656,273,131,0.47985348
2013,18,IN,3,3,366,2181,0.16781293,124,46,0.370967742
2013,18,IN,4,4,139,949,0.146469968,31,4,0.129032258
2013,19,IA,0,0,770,5419,0.142092637,878,640,0.728929385
2013,19,IA,1,1,342,1794,0.190635452,500,374,0.748
2013,19,IA,2,2,235,1329,0.17682468,259,189,0.72972973
2013,19,IA,3,3,145,1306,0.111026034,99,66,0.666666667
2013,19,IA,4,4,48,990,0.048484848,20,11,0.55
2013,20,KS,0,0,1284,5344,0.240269461,797,347,0.435382685
2013,20,KS,1,1,359,1871,0.191876002,427,225,0.526932084
2013,20,KS,2,2,382,1446,0.26417704,228,78,0.342105263
2013,20,KS,3,3,397,1288,0.308229814,113,32,0.283185841
2013,20,KS,4,4,146,739,0.197564276,29,12,0.413793103
2013,21,KY,0,0,1113,5951,0.18702739,968,582,0.601239669
2013,21,KY,1,1,255,2109,0.120910384,422,325,0.77014218
2013,21,KY,2,2,253,1448,0.174723757,285,159,0.557894737
2013,21,KY,3,3,375,1477,0.253893026,193,80,0.414507772
2013,21,KY,4,4,230,917,0.250817884,68,18,0.264705882
2013,22,LA,0,0,804,3689,0.217945243,671,506,0.754098361
2013,22,LA,1,1,247,1464,0.168715847,349,299,0.856733524
2013,22,LA,2,2,233,1030,0.226213592,206,143,0.694174757
2013,22,LA,3,3,224,812,0.275862069,106,58,0.547169811
2013,22,LA,4,4,100,383,0.261096606,10,6,0.6
2013,23,ME,0,0,427,1406,0.303698435,303,99,0.326732673
2013,23,ME,1,1,157,683,0.229868228,186,71,0.38172043
2013,23,ME,2,2,116,352,0.329545455,78,25,0.320512821
2013,23,ME,3,3,109,252,0.432539683,31,3,0.096774194
2013,23,ME,4,4,45,119,0.378151261,8,0,0
2013,24,MD,0,0,215,4110,0.052311436,250,208,0.832
2013,24,MD,1,1,81,1355,0.059778598,158,140,0.886075949
2013,24,MD,2,2,45,858,0.052447552,60,46,0.766666667
2013,24,MD,3,3,60,1175,0.05106383,27,19,0.703703704
2013,24,MD,4,4,29,722,0.040166205,5,3,0.6
2013,25,MA,0,0,1334,7332,0.181942171,719,426,0.592489569
2013,25,MA,1,1,463,2369,0.195441114,466,315,0.675965665
2013,25,MA,2,2,385,1554,0.247747748,188,91,0.484042553
2013,25,MA,3,3,354,1959,0.180704441,58,18,0.310344828
2013,25,MA,4,4,132,1450,0.091034483,7,2,0.285714286
2013,26,MI,0,0,2976,11927,0.249517901,2514,1445,0.574781225
2013,26,MI,1,1,1052,4651,0.226187917,1382,934,0.675832127
2013,26,MI,2,2,768,2924,0.262653899,666,352,0.528528529
2013,26,MI,3,3,755,2558,0.295152463,380,145,0.381578947
2013,26,MI,4,4,401,1794,0.223522854,86,14,0.162790698
2013,27,MN,0,0,946,4463,0.211965046,923,434,0.47020585
2013,27,MN,1,1,342,1490,0.229530201,506,289,0.571146245
2013,27,MN,2,2,245,991,0.247225025,237,100,0.421940928
2013,27,MN,3,3,249,1195,0.208368201,139,34,0.244604317
2013,27,MN,4,4,110,787,0.139771283,41,11,0.268292683
2013,28,MS,0,0,390,3175,0.122834646,374,271,0.72459893
2013,28,MS,1,1,99,1173,0.084398977,164,134,0.817073171
2013,28,MS,2,2,106,856,0.123831776,116,84,0.724137931
2013,28,MS,3,3,131,809,0.161928307,71,44,0.61971831
2013,28,MS,4,4,54,337,0.160237389,23,9,0.391304348
2013,29,MO,0,0,838,9067,0.092423073,1244,1048,0.84244373
2013,29,MO,1,1,221,3321,0.066546221,640,593,0.9265625
2013,29,MO,2,2,183,2434,0.075184881,387,308,0.795865633
2013,29,MO,3,3,303,2232,0.135752688,173,115,0.664739884
2013,29,MO,4,4,131,1080,0.121296296,44,32,0.727272727
2013,30,MT,0,0,295,1895,0.155672823,261,99,0.379310345
2013,30,MT,1,1,99,819,0.120879121,141,63,0.446808511
2013,30,MT,2,2,71,553,0.128390597,75,27,0.36
2013,30,MT,3,3,92,406,0.226600985,32,8,0.25
2013,30,MT,4,4,33,117,0.282051282,13,1,0.076923077
2013,31,NE,0,0,514,4130,0.124455206,583,405,0.694682676
2013,31,NE,1,1,151,1271,0.118804091,286,228,0.797202797
2013,31,NE,2,2,179,1110,0.161261261,189,114,0.603174603
2013,31,NE,3,3,121,1005,0.12039801,87,51,0.586206897
2013,31,NE,4,4,63,744,0.084677419,21,12,0.571428571
2013,32,NV,0,0,859,4389,0.195716564,620,432,0.696774194
2013,32,NV,1,1,294,1986,0.148036254,351,264,0.752136752
2013,32,NV,2,2,266,1232,0.215909091,179,114,0.636871508
2013,32,NV,3,3,218,825,0.264242424,77,49,0.636363636
2013,32,NV,4,4,81,346,0.234104046,13,5,0.384615385
2013,33,NH,0,0,71,614,0.115635179,121,87,0.719008264
2013,33,NH,1,1,27,234,0.115384615,59,51,0.86440678
2013,33,NH,2,2,25,141,0.177304965,46,31,0.673913043
2013,33,NH,3,3,13,134,0.097014925,15,5,0.333333333
2013,33,NH,4,4,6,105,0.057142857,1,0,0
2013,34,NJ,0,0,930,6312,0.147338403,974,682,0.700205339
2013,34,NJ,1,1,444,3012,0.147410359,596,444,0.744966443
2013,34,NJ,2,2,258,1581,0.163187856,222,141,0.635135135
2013,34,NJ,3,3,174,1179,0.147582697,127,82,0.645669291
2013,34,NJ,4,4,54,540,0.1,29,15,0.517241379
2013,35,NM,0,0,456,1838,0.248095756,415,195,0.469879518
2013,35,NM,1,1,128,713,0.179523142,205,133,0.648780488
2013,35,NM,2,2,149,593,0.251264755,127,43,0.338582677
2013,35,NM,3,3,134,415,0.322891566,69,16,0.231884058
2013,35,NM,4,4,45,117,0.384615385,14,3,0.214285714
2013,36,NY,0,0,3012,19121,0.157523142,2202,1100,0.499545867
2013,36,NY,1,1,872,6668,0.130773845,1012,613,0.605731225
2013,36,NY,2,2,916,4961,0.184640194,651,308,0.47311828
2013,36,NY,3,3,866,4671,0.185399272,423,147,0.34751773
2013,36,NY,4,4,358,2821,0.126905353,116,32,0.275862069
2013,37,NC,0,0,1245,7451,0.167091666,1140,707,0.620175439
2013,37,NC,1,1,378,2940,0.128571429,631,446,0.70681458
2013,37,NC,2,2,346,1945,0.177892031,321,187,0.582554517
2013,37,NC,3,3,395,1734,0.227797001,143,51,0.356643357
2013,37,NC,4,4,126,832,0.151442308,45,23,0.511111111
2013,38,ND,0,0,128,924,0.138528139,149,56,0.375838926
2013,38,ND,1,1,47,289,0.162629758,69,35,0.507246377
2013,38,ND,2,2,40,223,0.179372197,53,14,0.264150943
2013,38,ND,3,3,31,230,0.134782609,23,6,0.260869565
2013,38,ND,4,4,10,182,0.054945055,4,1,0.25
2013,39,OH,0,0,2197,10370,0.211861138,1786,826,0.462486002
2013,39,OH,1,1,683,4148,0.164657666,928,588,0.63362069
2013,39,OH,2,2,551,2345,0.234968017,424,157,0.370283019
2013,39,OH,3,3,659,2393,0.275386544,306,70,0.22875817
2013,39,OH,4,4,304,1484,0.204851752,128,11,0.0859375
2013,40,OK,0,0,1648,8787,0.187549789,1586,837,0.527742749
2013,40,OK,1,1,486,3828,0.126959248,810,542,0.669135802
2013,40,OK,2,2,444,2723,0.163055454,490,216,0.440816327
2013,40,OK,3,3,498,1665,0.299099099,225,65,0.288888889
2013,40,OK,4,4,220,571,0.385288967,61,14,0.229508197
2013,41,OR,0,0,1315,7657,0.171738279,813,410,0.504305043
2013,41,OR,1,1,469,2886,0.162508663,482,282,0.585062241
2013,41,OR,2,2,461,2153,0.214119833,231,93,0.402597403
2013,41,OR,3,3,287,1843,0.155724362,86,30,0.348837209
2013,41,OR,4,4,98,775,0.126451613,14,5,0.357142857
2013,42,PA,0,0,1587,10996,0.144325209,1989,1454,0.731020613
2013,42,PA,1,1,612,4143,0.147719044,1142,939,0.822241681
2013,42,PA,2,2,536,2570,0.208560311,531,358,0.674199623
2013,42,PA,3,3,335,2504,0.133785942,257,126,0.490272374
2013,42,PA,4,4,104,1779,0.058459809,59,31,0.525423729
2013,44,RI,0,0,113,1357,0.083271923,164,148,0.902439024
2013,44,RI,1,1,11,515,0.021359223,100,96,0.96
2013,44,RI,2,2,25,269,0.092936803,37,34,0.918918919
2013,44,RI,3,3,55,331,0.166163142,22,15,0.681818182
2013,44,RI,4,4,22,242,0.090909091,5,3,0.6
2013,45,SC,0,0,614,2738,0.224251278,581,354,0.60929432
2013,45,SC,1,1,130,906,0.143487859,254,209,0.822834646
2013,45,SC,2,2,144,706,0.203966006,157,90,0.573248408
2013,45,SC,3,3,224,732,0.306010929,116,52,0.448275862
2013,45,SC,4,4,116,394,0.294416244,54,3,0.055555556
2013,46,SD,0,0,312,1292,0.241486068,182,77,0.423076923
2013,46,SD,1,1,83,470,0.176595745,94,49,0.521276596
2013,46,SD,2,2,90,364,0.247252747,57,18,0.315789474
2013,46,SD,3,3,94,322,0.291925466,28,10,0.357142857
2013,46,SD,4,4,45,136,0.330882353,3,0,0
2013,47,TN,0,0,647,6548,0.098808797,1218,936,0.768472906
2013,47,TN,1,1,196,2313,0.084738435,557,510,0.91561939
2013,47,TN,2,2,174,1595,0.109090909,332,247,0.743975904
2013,47,TN,3,3,179,1571,0.113940165,255,146,0.57254902
2013,47,TN,4,4,98,1069,0.091674462,74,33,0.445945946
2013,48,TX,0,0,9106,27603,0.329891678,5744,2941,0.512012535
2013,48,TX,1,1,3003,11612,0.258611781,3203,1962,0.612550734
2013,48,TX,2,2,2483,7720,0.321632124,1473,689,0.467752885
2013,48,TX,3,3,2498,5918,0.422102062,838,250,0.298329356
2013,48,TX,4,4,1122,2353,0.476838079,230,40,0.173913043
2013,49,UT,0,0,377,2118,0.177998111,578,490,0.847750865
2013,49,UT,1,1,114,634,0.179810726,286,264,0.923076923
2013,49,UT,2,2,108,494,0.218623482,192,159,0.828125
2013,49,UT,3,3,112,578,0.193771626,83,57,0.686746988
2013,49,UT,4,4,43,412,0.104368932,17,10,0.588235294
2013,50,VT,0,0,148,779,0.189987163,206,157,0.762135922
2013,50,VT,1,1,32,228,0.140350877,92,83,0.902173913
2013,50,VT,2,2,43,164,0.262195122,62,47,0.758064516
2013,50,VT,3,3,54,221,0.244343891,35,22,0.628571429
2013,50,VT,4,4,19,166,0.114457831,17,5,0.294117647
2013,51,VA,0,0,1072,3917,0.273678836,828,389,0.469806763
2013,51,VA,1,1,288,1149,0.250652742,332,213,0.641566265
2013,51,VA,2,2,306,952,0.321428571,244,98,0.401639344
2013,51,VA,3,3,328,1103,0.297370807,182,64,0.351648352
2013,51,VA,4,4,150,713,0.210378682,70,14,0.2
2013,53,WA,0,0,1456,8819,0.165098084,1448,964,0.665745856
2013,53,WA,1,1,560,4043,0.138511007,864,648,0.75
2013,53,WA,2,2,388,2311,0.167892687,362,217,0.599447514
2013,53,WA,3,3,354,1661,0.213124624,171,82,0.479532164
2013,53,WA,4,4,154,804,0.191542289,51,17,0.333333333
2013,54,WV,0,0,1165,3996,0.291541542,948,495,0.522151899
2013,54,WV,1,1,438,1433,0.305652477,506,305,0.602766798
2013,54,WV,2,2,355,1004,0.353585657,263,129,0.490494297
2013,54,WV,3,3,249,932,0.267167382,151,58,0.38410596
2013,54,WV,4,4,123,627,0.196172249,28,3,0.107142857
2013,55,WI,0,0,623,5606,0.111130931,727,590,0.811554333
2013,55,WI,1,1,241,2035,0.118427518,408,353,0.865196078
2013,55,WI,2,2,193,1488,0.129704301,205,162,0.790243902
2013,55,WI,3,3,133,1296,0.102623457,92,64,0.695652174
2013,55,WI,4,4,56,787,0.07115629,22,11,0.5
2013,56,WY,0,0,54,818,0.06601467,80,61,0.7625
2013,56,WY,1,1,19,236,0.080508475,35,33,0.942857143
2013,56,WY,2,2,12,198,0.060606061,26,17,0.653846154
2013,56,WY,3,3,15,233,0.064377682,16,11,0.6875
2013,56,WY,4,4,8,151,0.052980132,3,0,0
2013,72,PR,0,0,32,4009,0.00798204,12,2,0.166666667
2013,72,PR,1,1,3,809,0.003708282,4,1,0.25
2013,72,PR,2,2,7,1056,0.006628788,5,1,0.2
2013,72,PR,3,3,16,1397,0.011453114,3,0,0
2013,72,PR,4,,6,747,0.008032129,,,
2014,1,AL,0,0,595,3882,0.15327151,536,204,0.380597015
2014,1,AL,1,1,135,1403,0.096222381,261,126,0.482758621
2014,1,AL,2,2,156,1006,0.155069583,157,56,0.356687898
2014,1,AL,3,3,207,964,0.21473029,99,20,0.202020202
2014,1,AL,4,4,97,509,0.190569745,19,2,0.105263158
2014,2,AK,0,0,398,1896,0.209915612,354,283,0.799435028
2014,2,AK,1,1,104,727,0.143053645,169,151,0.893491124
2014,2,AK,2,2,122,595,0.205042017,110,89,0.809090909
2014,2,AK,3,3,132,441,0.299319728,58,37,0.637931034
2014,2,AK,4,4,40,133,0.30075188,17,6,0.352941176
2014,4,AZ,0,0,2750,13171,0.208792043,3354,2493,0.743291592
2014,4,AZ,1,1,1171,5544,0.211219336,1752,1393,0.795091324
2014,4,AZ,2,2,830,3844,0.215920916,976,696,0.713114754
2014,4,AZ,3,3,561,2584,0.217105263,504,342,0.678571429
2014,4,AZ,4,4,188,1199,0.156797331,122,62,0.508196721
2014,5,AR,0,0,837,3457,0.242117443,794,494,0.622166247
2014,5,AR,1,1,268,1443,0.185724186,437,338,0.773455378
2014,5,AR,2,2,247,934,0.264453961,233,106,0.454935622
2014,5,AR,3,3,248,764,0.32460733,110,41,0.372727273
2014,5,AR,4,4,74,316,0.234177215,14,9,0.642857143
2014,6,CA,0,0,6396,46306,0.138124649,6577,3965,0.602858446
2014,6,CA,1,1,3057,17669,0.173014885,4284,2757,0.643557423
2014,6,CA,2,2,1859,12008,0.154813458,1588,850,0.535264484
2014,6,CA,3,3,1136,10629,0.106877411,592,304,0.513513514
2014,6,CA,4,4,344,6000,0.057333333,113,54,0.477876106
2014,8,CO,0,0,704,4174,0.168663153,781,411,0.526248399
2014,8,CO,1,1,316,1493,0.211654387,485,291,0.6
2014,8,CO,2,2,181,946,0.191331924,205,78,0.380487805
2014,8,CO,3,3,149,984,0.151422764,81,36,0.444444444
2014,8,CO,4,4,58,751,0.07723036,10,6,0.6
2014,9,CT,0,0,536,2907,0.184382525,460,314,0.682608696
2014,9,CT,1,1,161,1102,0.146098004,294,216,0.734693878
2014,9,CT,2,2,135,568,0.237676056,113,77,0.681415929
2014,9,CT,3,3,158,665,0.237593985,42,18,0.428571429
2014,9,CT,4,4,82,572,0.143356643,11,3,0.272727273
2014,10,DE,0,0,111,562,0.197508897,92,57,0.619565217
2014,10,DE,1,1,34,200,0.17,50,43,0.86
2014,10,DE,2,2,21,117,0.179487179,30,14,0.466666667
2014,10,DE,3,3,40,143,0.27972028,9,0,0
2014,10,DE,4,4,16,102,0.156862745,3,0,0
2014,11,DC,0,0,53,862,0.061484919,101,94,0.930693069
2014,11,DC,1,1,15,265,0.056603774,55,52,0.945454545
2014,11,DC,2,2,26,241,0.107883817,31,30,0.967741935
2014,11,DC,3,3,5,235,0.021276596,14,11,0.785714286
2014,11,DC,4,4,7,121,0.05785124,1,1,1
2014,12,FL,0,0,3602,16287,0.221157979,3714,2418,0.651050081
2014,12,FL,1,1,1238,7339,0.168687832,1912,1435,0.750523013
2014,12,FL,2,2,952,4501,0.211508554,956,598,0.625523013
2014,12,FL,3,3,939,3079,0.304969146,620,307,0.49516129
2014,12,FL,4,4,473,1368,0.345760234,226,78,0.345132743
2014,13,GA,0,0,1176,6943,0.169379231,1012,524,0.517786561
2014,13,GA,1,1,407,2679,0.151922359,535,341,0.637383178
2014,13,GA,2,2,315,1871,0.168359166,284,128,0.450704225
2014,13,GA,3,3,324,1563,0.207293666,164,52,0.317073171
2014,13,GA,4,4,130,830,0.156626506,29,3,0.103448276
2014,15,HI,0,0,199,1011,0.196834817,157,103,0.656050955
2014,15,HI,1,1,51,417,0.122302158,84,58,0.69047619
2014,15,HI,2,2,54,293,0.184300341,48,30,0.625
2014,15,HI,3,3,68,219,0.310502283,20,13,0.65
2014,15,HI,4,4,26,82,0.317073171,5,2,0.4
2014,16,ID,0,0,220,1262,0.174326466,203,154,0.75862069
2014,16,ID,1,1,71,526,0.134980989,104,87,0.836538462
2014,16,ID,2,2,70,378,0.185185185,63,49,0.777777778
2014,16,ID,3,3,53,240,0.220833333,22,12,0.545454545
2014,16,ID,4,4,26,118,0.220338983,14,6,0.428571429
2014,17,IL,0,0,1775,13565,0.130851456,1089,285,0.261707989
2014,17,IL,1,1,549,5376,0.102120536,559,189,0.338103757
2014,17,IL,2,2,648,4001,0.16195951,335,64,0.191044776
2014,17,IL,3,3,439,2893,0.151745593,178,30,0.168539326
2014,17,IL,4,4,139,1295,0.107335907,17,2,0.117647059
2014,18,IN,0,0,1076,11151,0.096493588,1093,548,0.50137237
2014,18,IN,1,1,305,4479,0.068095557,537,300,0.558659218
2014,18,IN,2,2,349,3225,0.108217054,361,178,0.493074792
2014,18,IN,3,3,290,2423,0.119686339,162,63,0.388888889
2014,18,IN,4,4,132,1024,0.12890625,33,7,0.212121212
2014,19,IA,0,0,748,5500,0.136,974,724,0.743326489
2014,19,IA,1,1,342,1908,0.179245283,549,427,0.777777778
2014,19,IA,2,2,220,1367,0.160936357,284,208,0.732394366
2014,19,IA,3,3,143,1285,0.111284047,120,76,0.633333333
2014,19,IA,4,4,43,940,0.045744681,21,13,0.619047619
2014,20,KS,0,0,1307,5771,0.226477214,886,390,0.440180587
2014,20,KS,1,1,401,2073,0.19343946,410,223,0.543902439
2014,20,KS,2,2,392,1682,0.233055886,287,111,0.386759582
2014,20,KS,3,3,363,1371,0.264770241,155,45,0.290322581
2014,20,KS,4,4,151,645,0.234108527,34,11,0.323529412
2014,21,KY,0,0,1228,6569,0.186938651,1129,645,0.571302037
2014,21,KY,1,1,290,2312,0.125432526,487,365,0.749486653
2014,21,KY,2,2,321,1620,0.198148148,320,176,0.55
2014,21,KY,3,3,391,1640,0.238414634,229,85,0.371179039
2014,21,KY,4,4,226,997,0.22668004,93,19,0.204301075
2014,22,LA,0,0,697,3639,0.191536136,624,489,0.783653846
2014,22,LA,1,1,192,1458,0.131687243,355,313,0.881690141
2014,22,LA,2,2,199,1028,0.193579767,188,134,0.712765957
2014,22,LA,3,3,216,794,0.272040302,70,38,0.542857143
2014,22,LA,4,4,90,359,0.250696379,11,4,0.363636364
2014,23,ME,0,0,488,1687,0.289270895,355,142,0.4
2014,23,ME,1,1,197,800,0.24625,211,99,0.469194313
2014,23,ME,2,2,137,478,0.286610879,107,31,0.289719626
2014,23,ME,3,3,105,275,0.381818182,31,11,0.35483871
2014,23,ME,4,4,49,134,0.365671642,6,1,0.166666667
2014,24,MD,0,0,183,3700,0.049459459,265,224,0.845283019
2014,24,MD,1,1,62,1225,0.050612245,164,150,0.914634146
2014,24,MD,2,2,47,798,0.058897243,63,48,0.761904762
2014,24,MD,3,3,56,999,0.056056056,31,21,0.677419355
2014,24,MD,4,4,18,678,0.026548673,7,5,0.714285714
2014,25,MA,0,0,1135,7396,0.15346133,736,396,0.538043478
2014,25,MA,1,1,396,2560,0.1546875,435,261,0.6
2014,25,MA,2,2,332,1656,0.200483092,216,104,0.481481481
2014,25,MA,3,3,287,1908,0.150419287,75,26,0.346666667
2014,25,MA,4,4,120,1272,0.094339623,10,5,0.5
2014,26,MI,0,0,3168,13000,0.243692308,2619,1323,0.505154639
2014,26,MI,1,1,1120,5119,0.218792733,1441,861,0.597501735
2014,26,MI,2,2,874,3350,0.260895522,726,331,0.455922865
2014,26,MI,3,3,781,2645,0.295274102,342,117,0.342105263
2014,26,MI,4,4,393,1886,0.208377519,110,14,0.127272727
2014,27,MN,0,0,1080,4921,0.219467588,924,489,0.529220779
2014,27,MN,1,1,408,1728,0.236111111,501,319,0.636726547
2014,27,MN,2,2,300,1192,0.251677852,254,120,0.472440945
2014,27,MN,3,3,272,1219,0.223133716,120,38,0.316666667
2014,27,MN,4,4,100,782,0.127877238,49,12,0.244897959
2014,28,MS,0,0,388,3268,0.11872705,401,240,0.598503741
2014,28,MS,1,1,100,1212,0.082508251,163,124,0.760736196
2014,28,MS,2,2,112,941,0.119022317,141,71,0.503546099
2014,28,MS,3,3,127,769,0.165149545,83,37,0.445783133
2014,28,MS,4,4,49,346,0.141618497,14,8,0.571428571
2014,29,MO,0,0,883,9913,0.089074952,1315,1059,0.805323194
2014,29,MO,1,1,213,3568,0.059697309,679,607,0.893961708
2014,29,MO,2,2,240,2765,0.086799277,385,283,0.735064935
2014,29,MO,3,3,292,2438,0.119770304,212,143,0.674528302
2014,29,MO,4,4,138,1142,0.12084063,39,26,0.666666667
2014,30,MT,0,0,366,2128,0.171992481,348,166,0.477011494
2014,30,MT,1,1,136,909,0.149614961,187,104,0.556149733
2014,30,MT,2,2,104,650,0.16,99,41,0.414141414
2014,30,MT,3,3,85,426,0.199530516,55,19,0.345454545
2014,30,MT,4,4,41,143,0.286713287,7,2,0.285714286
2014,31,NE,0,0,487,3758,0.129590208,440,321,0.729545455
2014,31,NE,1,1,130,1183,0.10989011,214,178,0.831775701
2014,31,NE,2,2,167,1055,0.158293839,147,105,0.714285714
2014,31,NE,3,3,138,889,0.155230596,58,28,0.482758621
2014,31,NE,4,4,52,631,0.082408875,21,10,0.476190476
2014,32,NV,0,0,730,4446,0.164192533,745,296,0.397315436
2014,32,NV,1,1,263,2018,0.130327056,437,201,0.459954233
2014,32,NV,2,2,214,1280,0.1671875,187,65,0.347593583
2014,32,NV,3,3,187,821,0.227771011,103,29,0.281553398
2014,32,NV,4,4,66,327,0.201834862,18,1,0.055555556
2014,33,NH,0,0,83,882,0.094104308,126,99,0.785714286
2014,33,NH,1,1,32,250,0.128,64,53,0.828125
2014,33,NH,2,2,34,149,0.228187919,45,33,0.733333333
2014,33,NH,3,3,12,224,0.053571429,16,12,0.75
2014,33,NH,4,4,5,259,0.019305019,1,1,1
2014,34,NJ,0,0,989,6418,0.15409785,1116,762,0.682795699
2014,34,NJ,1,1,442,2933,0.150698943,625,476,0.7616
2014,34,NJ,2,2,285,1711,0.166569258,311,188,0.604501608
2014,34,NJ,3,3,198,1250,0.1584,148,82,0.554054054
2014,34,NJ,4,4,64,524,0.122137405,32,16,0.5
2014,35,NM,0,0,527,1968,0.267784553,388,178,0.458762887
2014,35,NM,1,1,150,779,0.192554557,169,96,0.568047337
2014,35,NM,2,2,182,642,0.283489097,138,63,0.456521739
2014,35,NM,3,3,149,420,0.354761905,66,16,0.242424242
2014,35,NM,4,4,46,127,0.362204724,15,3,0.2
2014,36,NY,0,0,2884,17865,0.161432969,2092,1085,0.518642447
2014,36,NY,1,1,825,6118,0.13484799,1009,637,0.631318137
2014,36,NY,2,2,915,4743,0.192915876,601,287,0.477537438
2014,36,NY,3,3,800,4267,0.187485353,382,147,0.384816754
2014,36,NY,4,4,344,2737,0.125685057,100,14,0.14
2014,37,NC,0,0,1189,7938,0.14978584,1293,730,0.5645785
2014,37,NC,1,1,396,3094,0.127989657,680,459,0.675
2014,37,NC,2,2,332,2129,0.155941757,373,181,0.485254692
2014,37,NC,3,3,316,1778,0.177727784,202,77,0.381188119
2014,37,NC,4,4,145,937,0.1547492,38,13,0.342105263
2014,38,ND,0,0,168,1071,0.156862745,107,55,0.514018692
2014,38,ND,1,1,51,338,0.150887574,53,35,0.660377358
2014,38,ND,2,2,65,293,0.221843003,30,14,0.466666667
2014,38,ND,3,3,36,264,0.136363636,21,6,0.285714286
2014,38,ND,4,4,16,176,0.090909091,3,0,0
2014,39,OH,0,0,2482,10839,0.228987914,1650,686,0.415757576
2014,39,OH,1,1,785,4289,0.183026346,861,509,0.591173055
2014,39,OH,2,2,656,2574,0.254856255,424,125,0.294811321
2014,39,OH,3,3,703,2421,0.290375878,261,41,0.157088123
2014,39,OH,4,4,338,1555,0.217363344,104,11,0.105769231
2014,40,OK,0,0,1819,10156,0.179105947,2059,1216,0.59057795
2014,40,OK,1,1,547,4479,0.122125474,1075,779,0.724651163
2014,40,OK,2,2,574,3149,0.182280089,561,306,0.545454545
2014,40,OK,3,3,486,1919,0.253256905,325,115,0.353846154
2014,40,OK,4,4,212,609,0.348111658,98,16,0.163265306
2014,41,OR,0,0,1438,7385,0.194719025,932,490,0.525751073
2014,41,OR,1,1,454,2702,0.168023686,501,307,0.612774451
2014,41,OR,2,2,443,2125,0.208470588,307,128,0.416938111
2014,41,OR,3,3,370,1756,0.21070615,112,49,0.4375
2014,41,OR,4,4,171,802,0.213216958,12,6,0.5
2014,42,PA,0,0,1569,11175,0.140402685,1949,1355,0.695228322
2014,42,PA,1,1,639,4274,0.149508657,1048,806,0.769083969
2014,42,PA,2,2,484,2673,0.181069959,578,359,0.621107266
2014,42,PA,3,3,337,2489,0.135395741,279,166,0.594982079
2014,42,PA,4,4,109,1739,0.062679701,44,24,0.545454545
2014,44,RI,0,0,97,1433,0.067690161,206,189,0.917475728
2014,44,RI,1,1,10,550,0.018181818,118,117,0.991525424
2014,44,RI,2,2,18,288,0.0625,55,49,0.890909091
2014,44,RI,3,3,50,355,0.14084507,25,17,0.68
2014,44,RI,4,4,19,240,0.079166667,8,6,0.75
2014,45,SC,0,0,607,2838,0.213883016,468,267,0.570512821
2014,45,SC,1,1,132,948,0.139240506,234,176,0.752136752
2014,45,SC,2,2,135,725,0.186206897,131,65,0.496183206
2014,45,SC,3,3,205,766,0.267624021,75,22,0.293333333
2014,45,SC,4,4,135,399,0.338345865,28,4,0.142857143
2014,46,SD,0,0,285,1152,0.247395833,190,68,0.357894737
2014,46,SD,1,1,81,434,0.186635945,98,45,0.459183673
2014,46,SD,2,2,81,338,0.23964497,63,18,0.285714286
2014,46,SD,3,3,85,263,0.323193916,27,5,0.185185185
2014,46,SD,4,4,38,117,0.324786325,2,0,0
2014,47,TN,0,0,718,6877,0.104405991,1240,938,0.756451613
2014,47,TN,1,1,204,2366,0.086221471,578,501,0.866782007
2014,47,TN,2,2,188,1712,0.109813084,319,247,0.774294671
2014,47,TN,3,3,218,1642,0.132764921,251,148,0.589641434
2014,47,TN,4,4,108,1157,0.093344857,92,42,0.456521739
2014,48,TX,0,0,8824,27738,0.318119547,5835,3162,0.541902314
2014,48,TX,1,1,2844,11466,0.248037677,3193,2070,0.648293141
2014,48,TX,2,2,2431,8022,0.303041636,1592,769,0.483040201
2014,48,TX,3,3,2421,5824,0.415693681,804,280,0.348258706
2014,48,TX,4,4,1128,2426,0.464962902,246,43,0.174796748
2014,49,UT,0,0,396,2185,0.181235698,594,483,0.813131313
2014,49,UT,1,1,104,658,0.158054711,300,277,0.923333333
2014,49,UT,2,2,128,507,0.252465483,174,137,0.787356322
2014,49,UT,3,3,123,611,0.201309329,98,58,0.591836735
2014,49,UT,4,4,41,409,0.100244499,22,11,0.5
2014,50,VT,0,0,164,795,0.206289308,189,145,0.767195767
2014,50,VT,1,1,42,249,0.168674699,101,84,0.831683168
2014,50,VT,2,2,47,173,0.271676301,49,38,0.775510204
